married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dependent,dataset
No,Male,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Autopay,63.0,117.48,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,69.0,232.65,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Check,60.0,175.0,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,64.0,255.13,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Check,44.0,200.12,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Autopay,45.0,147.47,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,59.0,159.98,No,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Check,41.0,127.48,Yes,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Check,68.0,182.46,No,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,63.0,159.98,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,61.0,207.5,No,WGU Telecom Co.
No,Female,No,One year,DSL,No,No,Yes,No,No,Yes,No,No,Yes,eCheck,64.0,107.48,No,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Check,48.0,149.98,No,WGU Telecom Co.
Yes,Nonbinary,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,45.0,179.95,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,69.0,147.46,No,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,47.0,147.44,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Check,56.0,124.98,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Autopay,44.0,174.97,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,52.0,230.13,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,51.0,220.13,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,No,Yes,No,No,No,No,No,Yes,Yes,Autopay,70.0,159.95,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Autopay,54.0,169.94,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Check,68.0,230.11,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Autopay,71.0,129.98,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Autopay,56.0,129.96,No,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,No,No,No,Autopay,54.0,104.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Autopay,59.0,169.99,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,eCheck,62.0,174.97,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Autopay,67.0,222.63,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,60.0,144.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Check,50.0,147.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Check,62.0,127.5,Yes,WGU Telecom Co.
Yes,Female,No,One year,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Autopay,63.0,137.48,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,52.0,235.16,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,No,eCheck,71.0,194.95,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,70.0,114.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,47.0,137.44,No,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,47.0,147.47,No,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,70.0,255.13,No,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,No,Check,64.0,152.47,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Check,64.0,215.16,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,63.0,139.93,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Check,57.0,172.46,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Check,63.0,182.47,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Autopay,41.0,194.96,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Check,43.0,172.51,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Autopay,57.0,184.98,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Check,55.0,172.46,No,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Check,58.0,217.48,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,No,eCheck,50.0,124.96,No,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,69.0,187.61,No,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Autopay,65.0,127.47,No,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,eCheck,62.0,262.61,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,No,Yes,No,eCheck,69.0,162.5,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,No,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,52.0,177.65,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,71.0,117.44,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Check,38.0,240.11,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Autopay,65.0,179.98,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,eCheck,65.0,149.96,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,71.0,187.48,No,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,No,Yes,No,No,No,No,Yes,No,Autopay,41.0,129.96,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Check,61.0,245.13,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Autopay,54.0,149.94,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,eCheck,69.0,137.44,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,No,No,No,Yes,No,Yes,No,No,No,Autopay,66.0,147.46,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,69.0,139.98,No,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,59.0,159.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Check,64.0,192.49,No,WGU Telecom Co.
Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,48.0,202.44,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,49.0,275.13,No,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Check,67.0,112.48,No,WGU Telecom Co.
Yes,Male,No,Two year,None,Yes,No,No,Yes,Yes,No,No,No,Yes,Autopay,45.0,115.0,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,48.0,190.17,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,eCheck,64.0,160.0,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,No,Autopay,44.0,104.98,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,eCheck,56.0,174.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Autopay,70.0,255.14,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Autopay,62.0,242.61,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,53.0,220.16,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,59.0,124.96,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Autopay,65.0,114.97,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,71.0,225.18,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Check,66.0,267.64,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,71.0,235.16,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Check,67.0,207.5,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Autopay,41.0,137.49,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Check,62.0,94.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,eCheck,68.0,162.48,No,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Autopay,47.0,172.46,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Autopay,64.0,187.5,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Check,65.0,204.98,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Check,69.0,164.97,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Check,65.0,182.44,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Check,55.0,162.47,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,65.0,102.47,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,eCheck,41.0,142.45,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Autopay,67.0,184.97,Yes,WGU Telecom Co.
No,Female,No,One year,None,No,No,No,No,Yes,No,No,No,Yes,eCheck,61.0,92.5,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Autopay,63.0,174.99,No,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,No,No,No,No,Yes,No,No,No,Yes,Autopay,62.0,124.98,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Check,58.0,257.65,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,No,eCheck,67.0,222.64,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Check,55.0,162.48,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Autopay,56.0,162.45,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Autopay,67.0,162.47,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,64.0,137.44,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,No,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,51.0,152.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,50.0,147.46,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Check,49.0,159.95,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,eCheck,52.0,194.97,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,None,Yes,No,No,No,Yes,No,No,No,No,eCheck,67.0,92.5,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,Yes,Yes,No,No,No,No,Yes,No,eCheck,47.0,149.99,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,No,No,No,Autopay,60.0,125.01,No,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Check,65.0,149.96,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Autopay,68.0,220.12,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,No,Yes,No,No,No,No,No,Check,68.0,134.98,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Check,67.0,117.44,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,58.0,152.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,69.0,255.13,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,No,No,No,Yes,No,No,Yes,No,Yes,Check,56.0,159.93,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,67.0,187.48,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Check,65.0,222.66,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Check,55.0,252.62,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,Yes,No,No,No,No,No,No,Autopay,70.0,94.97,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,59.0,219.99,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,No,No,No,No,Yes,No,No,No,Yes,Check,67.0,104.98,Yes,WGU Telecom Co.
No,Nonbinary,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,No,eCheck,65.0,184.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,No,No,Check,50.0,104.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Autopay,59.0,159.97,No,WGU Telecom Co.
No,Female,No,One year,DSL,No,Yes,Yes,No,No,Yes,No,Yes,No,Check,56.0,174.97,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,eCheck,58.0,184.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Check,53.0,144.96,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Check,65.0,167.46,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Autopay,67.0,174.98,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,eCheck,64.0,182.44,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,67.0,164.99,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,eCheck,62.0,149.98,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Check,57.0,162.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Autopay,57.0,212.67,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,No,No,Yes,Yes,Yes,Yes,No,eCheck,57.0,200.17,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Check,65.0,252.64,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,eCheck,64.0,129.95,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,51.0,207.64,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,62.0,252.62,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Check,67.0,137.49,No,WGU Telecom Co.
No,Male,No,Two year,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Check,64.0,245.15,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Autopay,56.0,127.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Autopay,71.0,117.52,No,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Autopay,63.0,232.64,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,eCheck,45.0,242.63,No,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,eCheck,55.0,159.95,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Check,57.0,212.64,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,67.0,182.44,No,WGU Telecom Co.
No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Autopay,60.0,179.97,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Check,63.0,117.52,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,38.0,212.64,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,47.0,232.64,Yes,WGU Telecom Co.
Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,53.0,112.46,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,Yes,Check,52.0,182.45,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,Yes,No,No,No,Check,62.0,92.49,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,eCheck,70.0,164.98,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,No,No,No,No,Yes,No,No,No,Yes,Autopay,44.0,92.5,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,60.0,222.63,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,57.0,149.94,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,42.0,195.0,No,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,eCheck,63.0,169.94,No,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,eCheck,70.0,220.12,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,Yes,No,Check,45.0,222.61,Yes,WGU Telecom Co.
No,Female,Yes,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,51.0,270.16,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,62.0,147.46,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,71.0,172.46,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Check,53.0,152.51,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,Yes,Yes,Check,53.0,114.97,Yes,WGU Telecom Co.
No,Nonbinary,No,Month-to-month,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Autopay,56.0,160.01,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,61.0,147.46,Yes,WGU Telecom Co.
No,Female,Yes,Two year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,62.0,255.12,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,eCheck,71.0,212.64,Yes,WGU Telecom Co.
No,Male,No,One year,None,No,No,No,No,Yes,Yes,Yes,No,Yes,Autopay,65.0,130.0,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Check,65.0,162.47,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Check,57.0,195.01,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,eCheck,59.0,127.46,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,50.0,149.96,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Autopay,67.0,169.94,No,WGU Telecom Co.
No,Female,No,Month-to-month,None,No,Yes,No,Yes,No,No,Yes,No,No,Autopay,64.0,159.96,No,WGU Telecom Co.
Yes,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,53.0,129.96,No,WGU Telecom Co.
Yes,Female,No,One year,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Autopay,70.0,232.65,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,eCheck,55.0,194.99,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Autopay,42.0,242.61,No,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Autopay,42.0,219.99,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,70.0,192.47,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,eCheck,72.0,197.48,Yes,WGU Telecom Co.
