case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
4380,X637260,6e0faabb-aadc-4518-aca9-cfbb08455e65,Bloomingburg,OH,Fayette,43106,39.64231,-83.42115,1589,Suburban,US/Eastern,Dealer,1.0,53,12,Full Time,32783,Separated,M,No,9.0,4,2,2,Yes,Two Year,Yes,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,eCheck,6,149.0,877,3,3,4,4,3,4,4,3
4381,B363857,bd4bd929-5a6c-4c48-a9ac-2277330f77d8,Columbus,OH,Delaware,43240,40.14545,-82.98172,4295,Rural,US/Eastern,Community arts worker,4.0,86,18,Full Time,33187,Single,M,Yes,13.0,5,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Autopay,1,199.49,1015,4,4,3,3,4,4,3,3
4382,G453675,0cdcdab1-9a35-4810-85cc-8b7a4f057d41,Cofield,NC,Hertford,27922,36.32022,-76.84832,786,Suburban,US/Eastern,Proofreader,0.0,55,12,Unemployed,49993,Single,M,No,8.0,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Autopay,6,146.07,837,4,3,4,5,2,5,6,5
4383,I288648,b495cfbc-2578-4414-b3d2-e32607b21883,Calmar,IA,Winneshiek,52132,43.20617,-91.92324,1837,Rural,US/Central,"Psychotherapist, dance movement",0.0,53,8,Part Time,29539,Single,F,No,11.0,13,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Autopay,18,158.3,1747,3,3,4,3,5,2,2,3
4384,Y591911,0c117878-bdf3-49e8-b5d2-bfdc6962d177,Mantador,ND,Richland,58058,46.18247,-96.96328,90,Urban,US/Central,Immunologist,0.0,55,12,Full Time,45243,Widowed,F,Yes,7.0,14,0,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,22,205.77,2350,2,2,2,4,5,1,3,3
4385,R360718,57c25a5b-3468-449a-8b53-2596af587f50,Lincoln Park,NJ,Morris,07035,40.92537,-74.3049,10552,Rural,US/Eastern,Oceanographer,1.0,53,12,Full Time,15160,Divorced,M,Yes,11.0,13,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,eCheck,6,188.43,1324,2,2,2,2,3,3,3,2
4386,M922982,ee2be8df-4d98-4052-a8df-124eb295fa7b,Ventnor City,NJ,Atlantic,08406,39.34567,-74.48602,10232,Urban,US/Eastern,Building services engineer,1.0,53,12,Full Time,42037,Married,M,No,15.0,16,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,Yes,No,No,No,eCheck,10,125.78,896,1,3,2,6,2,2,3,2
4387,H01215,271fbd4b-91b4-4b28-9cdf-54ac985fd4a1,Lovington,NM,Lea,88260,32.99149,-103.3991,15142,Urban,US/Mountain,Occupational therapist,1.0,53,12,Full Time,34590,Divorced,M,No,12.0,13,0,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,17,139.87,3382,2,4,2,5,4,4,3,2
4388,U799377,4dc53e31-cf67-4de6-9abd-1c471d053e83,Keller,TX,Tarrant,76248,32.92574,-97.22899,39376,Urban,US/Central,Diagnostic radiographer,0.0,21,12,Full Time,1193,Single,M,Yes,6.0,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,21,206.57,2422,5,4,4,3,3,5,4,4
4389,G341241,0f7900c3-998a-4223-ac40-0582904ffee3,Great Falls,MT,Cascade,59401,47.51103,-111.2755,13720,Urban,US/Mountain,"Geologist, engineering",0.0,53,11,Full Time,10093,Divorced,M,No,12.0,12,3,0,No,One year,No,No,None,Yes,No,No,No,Yes,Yes,No,No,No,Autopay,20,103.89,2027,5,6,5,3,4,4,3,5
4390,Q675589,31fb36d6-5c1d-4406-a484-3100d26d30a3,Rensselaerville,NY,Albany,12147,42.51461,-74.15542,529,Urban,US/Eastern,"Engineer, production",3.0,82,12,Full Time,33187,Divorced,F,No,13.0,10,1,1,No,Two Year,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Check,15,167.68,2158,3,3,3,4,3,3,4,2
4391,G06529,93879cfc-97dc-4474-91c4-72c9291d5e8a,Saint Paul Park,MN,Washington,55071,44.82146,-92.99654,5684,Rural,US/Central,Chief of Staff,2.0,53,12,Full Time,33187,Widowed,M,Yes,4.0,11,3,0,Yes,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,eCheck,1,194.53,1183,4,4,3,3,4,5,6,5
4392,S333226,8089bbf6-dc1c-438a-a886-d6802cca92b5,Fort Branch,IN,Gibson,47648,38.24637,-87.55153,4242,Urban,US/Central,"Therapist, music",3.0,19,12,Full Time,57992,Divorced,M,Yes,10.0,19,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Autopay,5,235.82,1325,3,2,3,2,4,3,2,3
4393,H104879,cc1623da-37a8-4a3d-b91f-dd2a8f09d673,Moyers,OK,Pushmataha,74557,34.40175,-95.69242,497,Rural,US/Central,Civil Service administrator,1.0,30,12,Full Time,74373,Married,F,No,9.0,7,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Autopay,36,192.01,693,4,5,4,3,3,4,3,2
4394,L593610,3fba2e7a-05eb-417d-92be-55b12e4552cf,Stony Ridge,OH,Wood,43463,41.50866,-83.50805,39,Suburban,US/Eastern,Hydrologist,2.0,25,14,Full Time,79402,Married,Prefer not to answer,No,10.0,11,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,21,235.08,2458,4,4,3,4,3,4,2,3
4395,H228822,d548e0e3-bcc7-46cc-ad9e-683238f6e558,Meta,MO,Maries,65058,38.2533,-92.13823,843,Rural,US/Central,Manufacturing engineer,3.0,53,12,Unemployed,30421,Single,F,No,14.0,8,2,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Autopay,36,160.26,2218,5,5,5,4,5,3,3,4
4396,S301010,d775914d-6114-499d-8e08-a467830d0596,Willington,CT,Tolland,06279,41.88956,-72.25936,5912,Urban,US/Eastern,"Surveyor, minerals",0.0,57,12,Part Time,66698,Divorced,M,Yes,11.0,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Check,9,222.7,1880,4,4,3,4,4,5,4,4
4397,Q843780,c4066f50-95f3-4c65-bd24-8ab9b282a303,Saint Paul,MN,Washington,55110,45.09024,-93.00629,40336,Urban,US/Central,"Education officer, community",0.0,53,12,Student,33187,Married,F,No,8.0,11,2,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,1,165.62,830,3,2,2,4,3,4,2,3
4398,Q09894,e7e1b051-d05b-432a-88c4-9fa68fbeffde,Holy Cross,IA,Dubuque,52053,42.61164,-90.96506,1132,Urban,US/Central,Museum/gallery conservator,0.0,89,14,Full Time,33187,Divorced,M,No,16.0,11,1,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,No,No,Yes,Check,3,92.03,346,4,4,5,4,2,3,5,4
4399,E755897,8184602a-1e79-4c26-85bd-d678ff927310,Cincinnati,OH,Hamilton,45255,39.05885,-84.32711,21767,Urban,US/Eastern,Tax inspector,1.0,53,12,Part Time,45874,Married,F,Yes,11.0,16,0,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,eCheck,7,183.43,1275,3,3,3,3,4,1,2,1
4400,Y425130,82f48b49-4553-40dd-8b21-954f651b8208,Colbert,OK,Bryan,74733,33.83108,-96.48261,3161,Rural,US/Central,Forensic scientist,5.0,56,8,Full Time,6327,Divorced,F,No,41.0,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Check,10,177.24,1164,3,3,3,6,3,3,3,5
4401,M238722,eb184576-ca3e-4627-b475-c0f1bc2427c4,Rome,IN,Perry,47574,37.95313,-86.55187,285,Urban,US/Central,"Nurse, learning disability",0.0,52,12,Full Time,76765,Single,M,No,10.0,16,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Autopay,10,159.26,1114,4,3,3,4,2,4,4,1
4402,U357458,76cca13b-bfb0-4cff-8d05-2bfbc09e50db,Indianola,NE,Red Willow,69034,40.24859,-100.4307,1153,Suburban,US/Central,Industrial/product designer,0.0,78,12,Unemployed,28326,Single,M,No,12.0,12,2,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Autopay,4,135.55,482,3,4,4,2,5,3,2,2
4403,C884701,1a109984-83e1-4b4f-927f-fe11e178869a,South Wellfleet,MA,Barnstable,02663,41.90675,-69.99739,94,Suburban,US/Eastern,Primary school teacher,0.0,33,12,Part Time,42506,Separated,M,No,7.0,12,0,0,No,One year,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Yes,eCheck,2,179.68,581,4,2,2,4,4,4,3,4
4404,U888719,b59ad0f4-dde9-45dd-a130-acd975f6dd19,Buda,TX,Hays,78610,30.07722,-97.83741,35142,Urban,US/Central,Animal nutritionist,1.0,53,12,Full Time,8874,Married,M,No,7.0,14,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,eCheck,8,179.32,1066,5,5,4,4,5,4,3,5
4405,V442014,9066e1d6-48d2-42a3-af19-d2184b3b9b7f,Temple Bar Marina,AZ,Mohave,86443,35.98358,-114.4573,0,Suburban,US/Mountain,Dance movement psychotherapist,0.0,53,16,Full Time,17844,Divorced,F,Yes,8.0,8,1,0,No,Month-to-month,No,No,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Check,7,220.92,1559,3,4,4,5,3,3,2,3
4406,G106600,0928adc5-bf43-4568-87b5-8754d1a429ce,Dodson,TX,Collingsworth,79230,34.72708,-100.0516,176,Rural,US/Central,Advice worker,0.0,53,18,Full Time,34923,Separated,M,Yes,37.0,13,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Autopay,2,235.9,755,3,3,3,2,4,2,2,5
4407,F81860,9be3a26e-6f3b-45f2-89fd-a5a24a4bf5e7,Mount Sterling,KY,Montgomery,40353,38.06565,-83.94762,22548,Suburban,US/Eastern,"Engineer, maintenance",0.0,49,12,Part Time,156571,Separated,F,Yes,5.0,11,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,36,125.49,3382,3,3,3,3,3,3,3,5
4408,P834547,ab195f6c-ed85-4d35-b858-ea7d26df5449,Lake Elmore,VT,Lamoille,05657,44.53472,-72.5258,81,Suburban,US/Eastern,Special effects artist,3.0,37,12,Unemployed,29101,Single,F,Yes,5.0,13,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,No,eCheck,6,159.39,866,3,3,3,6,2,3,5,4
4409,L859969,dba34a15-56ca-409c-8497-a20883946963,Linwood,NY,Livingston,14486,42.8943,-77.92158,370,Rural,US/Eastern,Dealer,3.0,53,11,Full Time,57578,Widowed,F,Yes,9.0,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,eCheck,5,178.94,869,4,3,3,3,2,4,4,4
4410,R191104,68725f9b-b0b2-47a0-a09d-726cf298ca46,Wannaska,MN,Roseau,56761,48.60273,-95.69637,443,Urban,US/Central,Scientific laboratory technician,1.0,70,12,Full Time,55903,Separated,M,Yes,12.0,9,3,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Check,8,153.37,1086,6,4,5,4,3,4,5,3
4411,W843152,65716e0e-ea14-4f69-8ba8-c0e0246d0e14,Hollywood,FL,Broward,33023,25.98941,-80.21534,73671,Rural,US/Eastern,"Scientist, research (maths)",2.0,51,16,Unemployed,18970,Married,F,No,6.0,14,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Check,13,169.28,1456,5,6,5,2,4,3,4,4
4412,C400987,04f5e6df-0085-49fe-892c-0a66781fd9cc,Booneville,IA,Dallas,50038,41.52341,-93.90279,86,Urban,US/Central,"Administrator, arts",1.0,29,14,Full Time,37947,Divorced,F,No,12.0,14,2,0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,No,eCheck,4,150.53,1002,5,5,5,4,3,3,4,5
4413,B402928,825a4c43-c302-4960-87ec-1475d1363d47,Rittman,OH,Wayne,44270,40.96054,-81.77807,8800,Urban,US/Eastern,Recruitment consultant,0.0,29,12,Unemployed,88219,Married,F,No,4.0,14,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Autopay,13,95.59,1618,3,4,3,4,4,3,4,3
4414,Q150878,ebd9a1a7-e02e-4425-964a-cefe98444f0b,Smilax,KY,Leslie,41764,37.12686,-83.25533,736,Rural,US/Eastern,"Surveyor, building",1.0,53,14,Full Time,39719,Married,M,No,12.0,11,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,No,Autopay,6,157.2,820,4,4,4,2,5,2,1,3
4415,O674680,27a5fc71-d86a-4f3a-9221-6adac52caaa5,Hallie,KY,Letcher,41821,37.07451,-83.0116,478,Urban,US/Eastern,"Administrator, charities/voluntary organisations",3.0,89,18,Unemployed,20456,Widowed,M,Yes,13.0,8,2,0,No,Month-to-month,No,Yes,None,No,No,No,No,Yes,No,No,No,No,eCheck,8,91.45,809,3,3,1,4,2,2,3,3
4416,H940380,62b85c13-c5ca-4178-be73-7107691b035b,Lakewood,WI,Oconto,54138,45.32935,-88.42988,780,Rural,US/Central,Ranger/warden,3.0,53,18,Retired,42529,Single,F,No,12.0,13,2,2,No,One year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Yes,Check,3,151.07,583,5,5,4,5,3,4,5,5
4417,F533118,071f31ba-794b-4590-8bd9-4dcb0d2b12c0,Wahkon,MN,Mille Lacs,56386,46.11173,-93.52019,622,Suburban,US/Central,Clinical molecular geneticist,6.0,19,11,Retired,77498,Widowed,F,No,8.0,9,0,1,No,Month-to-month,No,No,None,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,16,187.68,2141,2,4,3,4,5,3,3,3
4418,J720136,38f39b2e-96a2-4920-a588-b2c580a659cd,Saint Albans,VT,Franklin,05478,44.80968,-73.08117,14802,Suburban,US/Eastern,Systems developer,2.0,26,12,Student,14345,Single,Prefer not to answer,No,9.0,11,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,eCheck,36,161.58,2150,4,3,4,4,3,3,4,3
4419,I169796,1f509b25-63c7-4cb2-926c-5e614bbab3a9,Lee Center,IL,Lee,61331,41.74745,-89.2768,18,Urban,US/Central,Statistician,6.0,21,12,Retired,36562,Divorced,M,No,11.0,8,1,1,No,Two Year,Yes,Yes,None,Yes,No,No,No,Yes,Yes,No,Yes,Yes,eCheck,7,140.86,1207,4,5,3,4,5,2,3,2
4420,Q904920,cd7431d8-a964-47fc-af0d-3c52b43b67e6,Rancho Cucamonga,CA,San Bernardino,91737,34.15259,-117.5777,25339,Suburban,US/Pacific,Personal assistant,1.0,77,16,Full Time,33187,Single,M,No,8.0,14,0,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,eCheck,3,153.04,625,3,3,3,4,4,4,4,3
4421,E590504,f95117bd-4e56-4789-9298-c9002c1e6e80,Woodville,WI,St. Croix,54028,44.95437,-92.27948,2387,Urban,US/Central,Systems analyst,1.0,53,16,Unemployed,41079,Widowed,F,No,10.0,16,0,1,No,One year,No,Yes,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Autopay,36,116.6,955,3,3,3,3,4,4,3,3
4422,T912921,e440a5eb-0063-46c8-a55c-325e58551a87,Wellsboro,PA,Tioga,16901,41.73083,-77.32717,10119,Suburban,US/Eastern,Professor Emeritus,1.0,53,16,Part Time,8995,Single,M,Yes,5.0,10,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,15,255.22,3382,4,4,5,2,5,4,4,4
4423,F729151,7fd4ef51-255c-419d-90fb-312d442619e9,Arcadia,OH,Hancock,44804,41.1056,-83.53412,940,Rural,US/Eastern,Stage manager,1.0,21,11,Full Time,33187,Separated,F,Yes,12.0,11,1,1,No,One year,No,Yes,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,9,179.55,1432,2,3,3,3,3,3,5,4
4424,O865208,3f3e15e8-6212-41c4-8fc4-ac1fe742563d,Sinking Spring,OH,Highland,45172,39.07447,-83.38688,191,Urban,US/Eastern,Location manager,0.0,73,18,Full Time,33187,Separated,M,Yes,11.0,11,2,0,No,Month-to-month,No,No,None,No,Yes,No,No,Yes,No,No,Yes,Yes,Autopay,15,171.97,1570,2,1,4,4,2,3,4,4
4425,M469760,99440c61-e284-4a8c-a278-e8995b0849fa,Olden,TX,Eastland,76466,32.43333,-98.73745,244,Rural,US/Central,"Psychologist, sport and exercise",1.0,75,12,Full Time,33187,Divorced,M,No,10.0,13,0,1,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,1,138.91,856,3,3,3,3,6,2,3,3
4426,V368301,00ac9a47-cc43-4a2e-b1b4-7e00a43c5e17,Summerfield,NC,Guilford,27358,36.22808,-79.87973,15184,Urban,US/Eastern,"Surveyor, quantity",1.0,77,12,Unemployed,33187,Separated,M,No,39.0,6,0,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,1,150.15,3382,4,3,3,1,4,2,4,4
4427,U630888,4a16ad2c-ed9b-47cc-9b1d-20e6f57c4793,Pedro Bay,AK,Lake and Peninsula,99647,59.86805,-154.0757,20,Rural,US/Alaska,Retail buyer,7.0,73,12,Full Time,35665,Married,F,Yes,11.0,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,36,182.67,941,1,2,3,4,4,2,1,3
4428,V627981,aa81bf63-bd14-47b6-8137-700796f84a6f,El Prado,NM,Taos,87529,36.47006,-105.6227,4637,Rural,US/Mountain,Trade union research officer,0.0,62,12,Part Time,2772,Widowed,F,Yes,1.0,10,2,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,7,219.39,1109,3,4,2,5,3,6,5,4
4429,G503565,8f5e7b63-d3e8-4829-925f-f8e230735643,Afton,VA,Nelson,22920,37.97724,-78.8107,3612,Urban,US/Eastern,Education administrator,2.0,35,11,Unemployed,9121,Single,F,Yes,16.0,16,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,eCheck,12,235.89,1747,2,1,3,2,3,3,3,4
4430,A549038,0473fe2e-3415-440a-99bc-bb7a8427538b,Chaparral,NM,Otero,88081,32.22388,-106.2628,16974,Suburban,US/Mountain,Sub,0.0,24,12,Student,22041,Married,M,Yes,6.0,11,2,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Autopay,5,154.74,1394,4,4,4,3,3,3,4,3
4431,X368087,b89ced97-86bb-444c-950b-cee883a6e2dc,Kent,WA,King,98032,47.39234,-122.2587,38016,Rural,US/Pacific,Building surveyor,1.0,53,12,Unemployed,11574,Divorced,F,Yes,11.0,12,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Check,2,189.07,788,3,4,3,5,4,5,3,4
4432,U497990,dec5f406-84d7-431c-a556-7177ab6715f0,Lake Waccamaw,NC,Columbus,28450,34.32535,-78.51763,2596,Urban,US/Eastern,Customer service manager,4.0,26,16,Full Time,35553,Married,F,No,15.0,15,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No,No,Autopay,8,106.8,1383,4,4,5,5,3,4,4,4
4433,P455877,3140a6d4-9bfe-4dff-a17d-34458da492dd,Christiansburg,VA,Montgomery,24073,37.12852,-80.42216,30478,Rural,US/Eastern,"Social research officer, government",3.0,21,12,Part Time,46506,Married,F,No,17.0,12,0,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Autopay,2,129.75,681,3,4,4,2,5,3,3,5
4434,M255491,f575b845-fcfb-417c-8714-ec06000885a1,Whaleyville,MD,Worcester,21872,38.41936,-75.29454,516,Suburban,US/Eastern,Glass blower/designer,0.0,85,16,Unemployed,28522,Divorced,M,No,11.0,14,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,No,No,Autopay,12,170.28,1208,5,3,4,3,4,4,4,4
4435,N480736,9f4e6edb-5897-41ee-9f19-6b3435cf419a,Westphalia,IN,Knox,47596,38.86651,-87.2277,82,Urban,US/Eastern,"Lecturer, higher education",2.0,53,12,Student,8641,Separated,F,Yes,9.0,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Autopay,4,186.69,1225,4,4,5,4,3,4,5,5
4436,Y155823,1a4b6f0b-9f37-4bdc-906e-dca40512afdc,Warsaw,OH,Coshocton,43844,40.33368,-82.05252,3519,Suburban,US/Eastern,Fitness centre manager,0.0,63,12,Full Time,38737,Separated,F,Yes,7.0,15,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Autopay,1,172.75,479,2,2,1,4,4,2,3,3
4437,N16660,80e0a6b6-1bd1-4e4d-b521-759ca8435010,Ionia,MO,Benton,65335,38.50529,-93.34263,142,Urban,US/Central,Purchasing manager,0.0,40,12,Full Time,38294,Widowed,F,Yes,11.0,8,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Check,8,167.55,1635,3,3,3,4,5,3,3,2
4438,K339158,3dfcc0a6-73dc-4497-b297-e5f83d68af8d,Spruce Pine,NC,Mitchell,28777,35.90169,-82.06863,10314,Rural,US/Eastern,"Solicitor, Scotland",5.0,31,12,Full Time,10046,Separated,F,Yes,11.0,7,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Autopay,3,196.07,3382,5,3,4,2,4,3,3,5
4439,L170558,a946dbca-0bb5-43ea-9737-1d37c044ba7a,Circleville,UT,Piute,84723,38.17953,-112.2504,830,Suburban,US/Mountain,"Geologist, wellsite",3.0,66,11,Student,23693,Separated,F,Yes,37.0,19,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,Yes,No,eCheck,10,200.8,3382,3,3,4,3,4,3,2,2
4440,L167261,693187e9-68a0-44db-91be-e480ed8c8808,New Kingstown,PA,Cumberland,17072,40.23372,-77.08174,197,Urban,US/Eastern,"Teacher, special educational needs",1.0,72,8,Full Time,61617,Divorced,M,No,10.0,8,1,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Autopay,4,183.95,679,4,4,4,4,4,3,3,4
4441,N42375,9bf3433f-cff7-41f3-a045-e44a38209650,Louisville,KY,Jefferson,40212,38.2717,-85.79832,17486,Suburban,US/Eastern,Fitness centre manager,0.0,53,16,Full Time,26577,Divorced,M,No,40.0,13,1,2,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,36,220.48,1617,5,5,2,5,1,5,4,4
4442,D426377,7c81d3f3-961c-4dd2-a6a3-c95a15ef0284,Hattieville,AR,Conway,72063,35.323,-92.77242,2144,Urban,US/Central,Orthoptist,7.0,53,12,Full Time,57546,Married,M,Yes,14.0,7,0,1,No,One year,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,Yes,No,eCheck,1,231.88,924,4,4,4,3,4,3,4,3
4443,P42965,03d6b6e8-ad2f-46ff-866a-f042533c43f7,Summerville,PA,Jefferson,15864,41.10236,-79.19819,1604,Urban,US/Eastern,Minerals surveyor,0.0,27,16,Unemployed,62893,Separated,F,No,10.0,12,1,0,No,Two Year,No,No,None,Yes,Yes,Yes,No,No,No,No,No,No,Check,21,115.52,1999,3,4,3,4,5,3,3,4
4444,H619362,3e4bee9c-1822-4d22-931b-820d0a30afbe,Barksdale,TX,Edwards,78828,29.86443,-100.0174,81,Rural,US/Central,Industrial/product designer,2.0,74,12,Full Time,33187,Married,M,No,8.0,17,0,0,No,Two Year,No,No,None,No,Yes,No,No,No,No,Yes,No,No,eCheck,36,136.54,1313,4,4,3,3,3,4,2,4
4445,E450808,e94534d5-f94b-4cf8-b1b3-54914c6cc7cf,Sioux City,IA,Woodbury,51103,42.51806,-96.44281,17356,Rural,US/Central,Recruitment consultant,4.0,45,11,Full Time,19623,Divorced,F,No,10.0,9,4,0,No,Two Year,No,No,Fiber Optic,No,Yes,No,Yes,No,No,No,No,No,Autopay,9,168.38,1042,4,4,4,4,2,4,4,4
4446,O221751,9762513b-df13-4676-a116-380ba81226a5,Cherryville,NC,Gaston,28021,35.39855,-81.4098,13991,Urban,US/Eastern,Probation officer,1.0,57,20,Unemployed,23188,Separated,F,No,9.0,16,1,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,1,158.53,3382,3,3,3,4,4,2,4,4
4447,C875335,68102c5a-c6dc-4cc9-9296-fc4db050fa79,Tampa,FL,Hillsborough,33620,28.06155,-82.4111,5402,Suburban,US/Eastern,Structural engineer,3.0,53,16,Full Time,15377,Divorced,M,No,5.0,15,1,0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,eCheck,2,160.47,1135,2,3,3,5,2,3,3,4
4448,L381786,abd58fee-33df-477b-95ea-1ab78a701bfb,Fluker,LA,Tangipahoa,70436,30.80303,-90.52182,689,Rural,US/Central,Scientific laboratory technician,3.0,53,16,Full Time,56868,Widowed,M,Yes,8.0,8,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Check,1,221.37,863,4,2,3,3,6,2,3,3
4449,E381260,30a871f8-253b-46d1-a79d-d73be1067ab5,Twin Lakes,WI,Kenosha,53181,42.5166,-88.24472,7519,Urban,US/Central,Ophthalmologist,0.0,42,16,Unemployed,33187,Separated,F,Yes,37.0,10,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Check,6,251.17,1746,5,4,4,5,3,4,5,4
